,Parents' Occupation,Child's Nursery,Form of the family,Children,Housing condition,Finance standing,Social condition,Health condition,Final Evaluation
6942,0,3,2,0,1,1,2,1,3
6943,2,0,1,1,2,1,0,0,0
6944,0,1,2,0,0,0,1,2,4
6945,1,4,2,2,2,0,1,1,2
6946,1,2,0,3,0,0,0,2,4
6947,1,4,2,1,0,1,0,2,3
6948,0,0,1,2,0,1,2,1,4
6949,0,4,1,0,0,0,2,0,0
6950,2,0,2,3,1,0,0,1,4
6951,2,2,2,1,2,0,2,2,3
6952,1,2,0,2,0,1,1,2,4
6953,1,2,0,0,0,1,0,2,4
6954,1,4,1,2,2,1,1,0,0
6955,2,0,2,0,2,1,1,0,0
6956,2,1,1,1,2,1,2,1,3
6957,0,2,1,2,2,1,0,0,0
6958,0,4,0,1,2,1,0,2,3
6959,2,3,2,3,1,0,0,1,3
6960,0,2,2,1,0,1,0,0,0
6961,0,4,2,0,0,1,2,0,0
6962,2,1,0,3,1,1,0,0,0
6963,2,2,2,0,1,1,0,1,3
6965,0,4,2,1,1,0,2,2,3
6966,1,1,2,3,2,1,2,0,0
6967,0,1,1,0,1,1,1,1,4
6968,2,2,0,0,1,0,2,1,3
6969,2,2,2,3,1,0,1,1,3
6970,1,4,0,2,1,0,1,2,3
6971,1,0,0,0,0,1,1,2,4
6972,0,4,1,1,1,1,0,1,4
6973,0,0,0,3,2,0,2,0,0
6974,0,2,2,2,1,1,2,1,3
6975,1,3,2,0,2,1,0,0,0
6976,1,3,2,1,1,1,0,1,3
6977,0,0,1,3,2,1,0,1,4
6978,2,4,2,3,0,1,1,1,3
6979,2,0,2,3,0,0,0,2,4
6980,2,0,1,1,0,1,1,2,4
6981,2,3,1,2,1,1,2,2,3
6982,2,4,1,2,0,0,2,1,3
6983,1,3,1,3,1,0,0,2,3
6984,2,4,2,3,0,0,1,1,3
6985,0,3,2,3,0,0,1,2,4
6986,0,2,1,3,1,0,2,0,0
6987,0,1,0,0,1,0,2,2,4
6988,2,1,2,2,2,1,2,1,3
6990,0,2,1,0,1,1,2,1,4
6991,2,0,0,1,0,0,0,0,0
6992,2,1,2,2,0,1,2,0,0
6993,1,2,1,2,2,0,1,1,3
6994,2,0,2,0,2,0,0,2,4
6995,1,4,2,2,0,0,1,1,3
6996,0,1,2,0,0,1,2,2,4
6997,2,4,0,3,1,0,0,1,3
6998,0,0,2,1,0,1,2,1,3
6999,1,4,2,0,1,0,1,1,3
7000,1,1,2,2,0,0,2,1,4
7001,1,0,2,3,2,1,1,1,3
7002,2,4,2,1,1,0,0,0,0
7003,0,0,1,3,0,1,0,0,0
7004,1,2,2,1,0,1,0,0,0
7005,1,2,2,0,0,1,2,1,3
7006,0,2,1,1,1,1,2,1,4
7007,2,3,2,3,2,1,2,1,2
7008,0,4,2,1,0,1,1,0,0
7009,1,3,2,3,0,1,1,2,3
7010,1,1,2,1,1,1,2,2,4
7012,1,0,1,0,1,1,2,0,0
7013,2,0,1,3,2,1,0,0,0
7014,0,2,2,2,0,1,0,0,0
7015,2,3,2,0,1,1,1,2,3
7016,1,0,2,1,2,0,0,1,4
7017,0,1,0,2,2,1,2,2,4
7018,2,1,2,0,2,1,1,2,3
7019,1,1,1,1,2,1,0,2,4
7020,0,2,1,0,2,0,0,1,4
7021,0,2,1,0,1,1,1,1,4
7022,1,0,0,3,2,0,1,1,4
7023,1,0,1,3,2,0,0,0,0
7024,2,0,2,0,1,0,0,2,4
7025,2,2,2,1,0,1,2,2,3
7026,0,1,1,1,0,0,1,0,0
7027,1,2,0,1,0,0,2,0,0
7028,1,0,2,2,0,1,0,1,4
7029,0,0,2,3,2,1,0,1,4
7030,2,0,1,2,0,1,1,0,0
7031,0,3,1,1,2,0,2,1,3
7032,2,3,1,1,2,0,2,2,3
7033,0,2,2,2,0,1,1,2,4
7034,0,1,2,2,2,1,0,1,4
7035,0,1,1,2,1,0,2,2,4
7036,1,0,2,1,0,1,1,0,0
7037,1,0,0,3,2,1,2,1,3
7038,1,3,0,2,2,1,1,2,3
7039,0,1,2,1,2,1,2,0,0
7040,0,3,2,0,1,1,0,1,4
7041,2,2,0,1,1,1,1,2,3
7042,1,2,2,0,1,1,2,2,4
7043,0,3,0,1,1,0,2,0,0
7044,1,1,2,0,1,1,1,2,4
7045,1,1,2,3,1,1,0,0,0
7046,0,0,1,3,0,0,0,2,4
7047,0,0,0,0,0,1,0,1,4
7048,1,1,2,0,1,1,2,2,4
7050,1,0,2,0,1,1,2,2,4
7051,0,4,0,1,0,1,0,1,4
7052,2,0,0,2,1,1,0,0,0
7053,2,1,0,2,2,1,1,0,0
7054,2,1,2,2,1,0,1,0,0
7055,1,1,2,1,2,1,1,1,3
7056,2,4,1,3,0,1,1,0,0
7058,1,0,0,3,2,0,2,1,4
7059,0,4,0,1,2,0,1,0,0
7060,0,3,2,2,1,0,1,1,3
7061,2,3,2,3,1,0,1,1,3
7062,1,3,2,1,0,1,0,1,3
7063,1,3,2,1,2,1,2,0,0
7064,1,3,2,2,0,0,1,1,3
7065,2,0,1,1,0,0,2,0,0
7066,1,4,2,2,1,0,1,2,3
7067,0,4,0,2,0,0,2,1,3
7068,1,0,2,1,0,0,2,0,0
7069,1,0,1,0,0,0,2,2,4
7070,1,4,2,3,2,1,0,0,0
7071,0,4,1,0,2,1,0,1,3
7072,1,0,1,1,2,0,1,1,4
7073,2,2,2,0,0,1,1,0,0
7074,1,1,0,0,2,0,2,0,0
7075,0,0,0,0,2,0,0,1,4
7076,1,2,2,2,1,0,2,1,3
7077,2,4,1,1,2,1,0,2,3
7078,1,1,2,1,1,1,1,1,3
7079,1,4,0,1,2,0,0,2,3
7080,1,1,0,2,0,0,0,1,4
7081,1,1,0,3,2,1,1,2,4
7082,0,2,1,2,1,0,0,0,0
7083,1,3,0,3,2,0,2,1,3
7084,2,2,2,1,0,0,1,1,2
7085,0,1,0,2,1,1,2,2,4
7086,1,2,2,2,1,0,2,0,0
7087,0,4,1,2,2,1,2,2,3
7088,2,1,2,3,1,0,2,1,3
7089,1,2,2,3,0,1,2,2,4
7090,1,0,0,2,2,1,1,0,0
7091,2,4,1,0,1,0,1,1,3
7092,1,0,2,0,0,0,1,1,4
7093,1,1,2,1,2,0,1,1,3
7094,0,3,2,2,0,0,2,1,3
7095,1,1,2,1,1,0,2,2,4
7096,2,1,2,0,2,0,2,2,4
7097,0,4,1,2,1,1,2,2,4
7098,2,3,2,3,2,1,2,2,3
7099,0,0,1,2,0,0,2,0,0
7100,0,0,2,1,2,0,2,1,3
7101,0,4,2,0,2,0,0,1,4
7102,0,3,2,2,0,0,2,2,4
7104,1,4,2,1,1,0,2,1,2
7105,2,3,2,0,2,1,0,1,3
7106,0,2,2,3,2,1,0,1,4
7107,1,4,0,3,2,1,2,2,3
7108,1,0,2,2,1,1,1,0,0
7109,0,4,0,1,2,1,0,0,0
7110,2,1,1,2,2,1,2,1,3
7111,0,3,0,0,2,1,1,1,3
7112,2,2,2,3,0,1,1,0,0
7113,0,2,2,0,1,0,2,0,0
7114,0,0,2,1,2,1,0,0,0
7115,2,1,1,0,0,1,2,2,4
7116,1,1,1,3,0,0,0,1,4
7117,1,3,2,0,0,1,2,0,0
7118,1,3,2,3,1,0,0,2,3
7119,0,2,2,0,0,0,1,1,4
7120,2,3,2,2,2,0,0,1,3
7121,0,2,2,3,2,0,1,1,4
7122,1,2,1,2,2,1,2,2,3
7123,2,2,1,0,1,1,0,2,3
7124,1,3,0,1,0,0,2,2,3
7125,1,1,2,1,0,1,2,1,3
7126,2,4,2,0,0,0,1,1,3
7127,1,3,0,3,2,0,2,2,3
7128,0,3,0,1,0,0,2,2,4
7129,2,3,1,3,1,1,2,0,0
7130,2,1,0,0,1,1,0,2,4
7131,1,1,2,1,2,0,0,0,0
7132,1,4,2,3,1,0,2,1,3
7133,0,3,1,2,2,0,2,1,3
7134,2,3,0,2,2,1,1,1,2
7135,0,0,0,2,0,0,2,0,0
7136,0,0,2,3,0,0,0,2,4
7137,2,1,0,2,0,0,0,0,0
7138,0,1,0,1,2,1,0,1,4
7139,0,0,2,1,1,1,1,0,0
7140,2,1,2,2,2,0,0,2,3
7141,0,1,2,0,2,1,1,2,4
7142,1,2,2,3,0,0,1,1,3
7143,2,1,2,3,1,0,1,0,0
7144,0,2,0,2,2,1,1,0,0
7145,2,2,2,1,2,1,2,0,0
7146,0,4,1,3,1,0,1,0,0
7147,2,4,1,1,2,0,1,1,3
7148,1,4,1,3,0,0,0,1,3
7149,2,3,0,0,2,0,1,2,3
7150,1,4,1,2,1,0,0,1,3
7151,0,3,2,3,1,0,2,1,3
7152,1,1,2,2,2,1,1,1,3
7153,0,3,2,2,1,0,2,2,3
7154,2,1,1,1,0,0,2,0,0
7155,1,0,2,0,0,0,0,2,4
7156,2,2,1,0,1,0,2,0,0
7157,2,2,2,2,0,1,0,2,3
7158,0,4,1,1,0,0,0,2,4
7159,0,3,2,1,2,0,2,1,3
7160,2,1,2,0,1,0,1,1,3
7161,2,2,1,3,2,0,0,1,3
7162,2,4,2,0,2,0,2,0,0
7163,2,4,2,2,0,0,2,2,3
7164,0,4,1,3,1,0,0,1,4
7165,0,3,2,1,0,0,0,2,4
7166,2,2,2,3,0,1,2,2,3
7167,0,4,2,1,2,0,2,2,3
7168,0,2,2,2,0,0,2,1,4
7169,1,3,1,0,2,1,1,0,0
7170,1,0,1,0,0,0,0,0,0
7171,1,0,2,1,1,0,0,1,4
7172,2,2,2,0,0,1,2,2,3
7173,0,1,2,0,0,1,1,2,4
7174,2,3,1,3,0,1,2,2,3
7175,1,3,2,0,0,0,0,1,3
7176,0,3,0,2,0,1,1,2,4
7177,0,2,2,2,0,0,0,2,4
7178,0,1,2,3,2,0,2,0,0
7179,1,1,2,0,0,1,0,0,0
7180,0,0,1,2,2,0,2,1,4
7181,1,1,2,1,2,0,1,1,3
7182,2,2,0,1,2,0,2,1,2
7183,0,1,2,2,1,1,0,2,4
7184,0,0,0,0,2,0,2,1,4
7185,0,0,2,1,0,1,1,0,0
7186,0,1,1,0,0,0,0,0,0
7187,1,0,0,2,1,1,1,2,4
7188,2,2,2,2,1,0,1,1,2
7189,1,4,2,3,0,1,0,1,3
7190,1,0,1,2,1,0,0,2,4
7191,1,3,0,3,1,1,0,2,3
7192,2,4,1,1,2,0,2,0,0
7193,1,1,1,1,0,0,1,1,4
7194,2,3,2,0,0,1,1,0,0
7195,0,4,2,1,0,1,1,2,4
7196,1,1,2,2,0,1,0,2,4
7197,1,3,2,1,2,1,1,0,0
7198,1,3,2,1,2,1,2,0,0
7199,0,4,2,3,1,0,0,0,0
7200,1,4,2,0,0,0,0,1,3
7201,1,0,2,1,1,1,2,0,0
7202,2,1,2,3,0,1,2,1,3
7203,0,1,2,1,2,0,2,1,3
7204,0,0,2,3,0,1,0,1,4
7205,2,0,2,3,2,1,2,1,3
7206,2,3,0,1,2,1,2,2,3
7207,2,3,0,3,1,1,2,1,3
7208,0,1,2,0,0,0,2,1,4
7209,0,2,1,2,2,0,0,2,4
7210,1,4,2,0,0,0,0,1,3
7211,2,4,2,3,1,1,1,1,3
7212,1,1,1,1,2,0,0,0,0
7213,1,0,0,1,1,0,1,2,4
7214,0,4,0,0,2,1,0,1,3
7215,1,1,0,1,1,1,1,2,4
7216,2,4,0,0,1,0,2,2,3
7217,2,1,2,0,1,0,2,2,4
7218,1,3,2,0,2,0,2,2,3
7219,2,2,2,3,2,1,1,0,0
7220,2,3,2,2,0,0,1,0,0
7221,0,3,2,2,1,1,1,2,3
7222,0,2,2,1,0,0,0,0,0
7223,2,0,2,3,2,0,0,2,4
7224,1,1,1,0,2,0,1,0,0
7225,1,2,1,0,0,0,1,1,3
7226,2,2,0,0,0,0,2,1,3
7227,0,0,2,0,2,0,2,0,0
7228,2,2,2,1,2,1,0,2,3
7229,2,1,0,3,1,1,1,1,3
7230,0,3,2,3,0,1,1,1,3
7231,1,0,0,1,0,0,0,2,4
7232,0,2,1,0,1,1,0,2,4
7233,2,2,1,0,2,1,0,1,3
7234,0,4,2,1,0,0,2,1,3
7235,0,1,2,1,1,1,1,0,0
7236,0,4,0,3,1,1,0,1,4
7237,1,4,2,2,0,1,2,2,3
7238,0,3,2,0,2,1,2,2,3
7239,0,4,2,2,2,0,2,2,3
7240,1,1,0,1,2,1,2,1,3
7241,0,2,2,3,0,1,2,1,4
7242,0,3,0,1,2,0,2,1,3
7243,2,2,2,2,2,0,2,2,3
7244,0,3,2,2,2,1,1,1,3
7245,1,2,2,1,2,0,0,2,3
7246,1,1,2,1,1,1,1,2,4
7247,2,2,2,0,0,1,2,0,0
7248,0,1,2,2,1,0,1,0,0
7250,1,4,1,0,2,0,0,1,3
7251,0,2,2,3,0,1,0,2,4
7252,2,1,2,1,1,0,1,1,3
7253,2,0,1,0,1,1,1,2,4
7254,1,4,2,2,0,1,0,1,3
7255,2,1,1,1,0,0,1,1,3
7256,2,2,2,3,1,0,0,2,3
7258,0,0,2,0,2,1,0,0,0
7259,0,3,0,3,2,0,2,0,0
7260,2,3,2,3,1,0,2,1,3
7261,2,3,1,2,0,0,1,2,3
7262,1,2,2,1,2,0,2,2,3
7263,1,0,1,0,2,0,2,2,4
7264,2,2,1,0,0,0,2,2,3
7265,0,0,1,0,1,0,2,0,0
7266,2,2,1,2,2,1,0,0,0
7267,2,3,2,2,0,1,2,2,3
7268,1,3,2,3,0,1,0,2,3
7269,1,2,0,1,2,0,1,2,3
7270,1,2,1,3,1,1,1,2,4
7271,2,3,0,0,0,1,1,1,3
7272,0,4,2,0,0,1,1,1,3
7273,2,4,2,0,1,0,1,2,3
7274,0,4,2,2,1,0,1,1,3
7275,1,4,0,2,1,0,1,0,0
7276,1,4,2,3,1,1,0,0,0
7277,1,3,2,0,2,0,2,1,3
7278,0,3,0,0,0,0,2,0,0
7279,1,0,1,2,0,0,1,1,4
7280,1,1,2,0,2,1,2,2,4
7281,0,4,2,0,2,1,1,1,3
7282,1,4,2,3,1,0,2,2,3
7283,0,1,0,2,1,1,0,1,4
7284,1,3,2,0,1,1,1,2,3
7285,2,1,0,2,2,0,1,1,3
7286,0,2,1,0,1,1,0,1,4
7287,1,1,0,3,1,1,1,0,0
7288,1,0,2,2,1,0,2,2,4
7289,2,1,0,3,2,0,1,1,3
7290,2,4,2,2,1,1,0,2,3
7291,2,2,0,1,2,0,1,0,0
7292,0,2,0,3,2,0,0,1,4
7293,2,2,2,2,0,1,1,2,3
7294,1,4,2,0,2,0,2,0,0
7295,0,2,2,1,0,0,2,2,4
7296,1,0,1,0,2,1,0,2,4
7297,2,3,1,3,1,1,0,2,3
7298,0,2,2,0,2,1,0,1,4
7299,1,1,1,2,2,0,1,1,4
7300,2,3,0,1,0,0,2,1,3
7301,2,3,2,3,1,1,2,2,3
7302,0,4,1,2,0,0,1,0,0
7303,0,3,2,3,2,1,0,0,0
7304,1,1,0,0,1,0,2,0,0
7305,0,4,2,3,2,1,2,0,0
7306,2,3,0,2,0,0,1,2,3
7307,0,0,0,3,2,0,0,2,4
7308,1,3,2,3,2,1,0,1,3
7309,1,1,0,0,2,0,1,0,0
7310,0,2,0,1,0,0,0,2,4
7311,2,2,2,0,0,1,2,2,3
7312,0,0,1,0,2,1,0,1,4
7313,1,0,1,2,1,1,2,0,0
7314,0,3,0,3,0,0,0,2,4
7315,2,1,2,1,0,0,0,1,3
7316,1,0,1,2,0,0,0,2,4
7317,1,2,2,0,2,0,0,1,4
7318,1,4,2,3,2,1,1,1,2
7319,0,3,0,1,1,0,0,2,3
7320,0,1,0,0,0,0,1,2,4
7321,2,0,2,1,0,1,2,2,4
7322,1,1,2,0,2,1,2,2,4
7323,1,1,0,1,0,0,2,1,4
7324,0,2,2,2,1,0,2,0,0
7325,2,1,1,0,1,1,2,2,4
7327,0,3,2,0,0,0,1,0,0
7328,1,0,2,0,0,0,0,0,0
7330,2,2,2,0,1,1,0,0,0
7331,0,2,2,2,2,1,2,2,4
7332,2,2,1,2,2,1,0,1,3
7333,1,3,2,3,0,1,1,1,3
7334,2,2,1,2,1,0,2,2,3
7335,0,3,2,0,2,1,2,0,0
7336,1,2,0,2,1,1,2,0,0
7338,0,2,2,3,1,0,1,2,4
7339,2,3,2,0,2,0,1,1,3
7340,2,2,2,1,1,0,1,0,0
7341,1,4,0,0,2,1,2,2,3
7342,0,4,0,1,0,0,1,1,3
7343,2,1,2,0,1,1,0,2,4
7344,2,3,2,3,0,0,1,1,3
7345,0,4,0,2,0,1,0,1,4
7346,2,3,2,2,0,0,2,1,3
7347,1,1,0,3,1,0,1,1,4
7348,1,3,2,2,0,0,0,0,0
7349,2,2,2,1,1,1,1,2,3
7351,1,0,2,1,1,1,0,0,0
7352,2,0,2,3,2,1,1,2,4
7353,0,1,2,3,2,1,0,0,0
7354,0,3,0,2,1,1,2,1,3
7355,2,3,2,3,1,1,1,2,3
7356,2,2,2,3,2,1,0,1,3
7357,1,0,1,3,0,1,2,0,0
7358,2,4,2,2,0,1,1,2,3
7359,0,2,2,1,1,1,1,1,3
7360,0,1,2,1,1,0,2,0,0
7361,1,2,1,2,1,1,1,1,3
7362,0,0,2,2,1,1,1,1,3
7363,1,4,2,3,0,0,2,1,3
7364,2,1,2,3,0,0,0,1,4
7365,0,3,0,0,1,0,2,0,0
7366,0,0,2,0,1,0,2,1,4
7367,0,4,2,0,0,1,2,1,3
7368,0,0,0,2,1,1,0,0,0
7369,2,3,1,1,1,0,1,0,0
7370,0,3,2,1,2,1,2,2,3
7371,2,2,2,0,2,1,0,2,3
7372,0,0,0,1,1,1,0,2,4
7373,2,1,1,2,0,0,1,2,4
7374,0,4,2,2,0,0,0,1,4
7375,0,4,0,0,0,0,2,0,0
7376,2,1,0,1,2,0,1,0,0
7377,0,0,1,3,2,0,1,1,4
7378,1,3,2,2,2,0,0,2,3
7379,1,1,2,1,2,1,2,1,3
7380,2,0,2,3,0,1,1,2,4
7381,1,1,1,1,2,1,0,1,4
7382,1,0,2,3,0,1,2,0,0
7383,2,2,0,2,0,1,2,2,3
7384,2,2,0,2,2,0,2,0,0
7385,0,1,2,1,2,0,1,0,0
7386,1,4,1,2,0,0,2,1,3
7387,0,3,0,3,1,0,1,2,4
7388,1,0,2,2,1,1,1,2,4
7389,2,2,1,2,0,1,2,2,3
7390,2,1,0,2,1,0,2,0,0
7391,2,3,2,2,1,1,1,0,0
7392,1,3,0,2,2,0,0,0,0
7393,2,4,1,0,0,0,0,1,3
7394,0,2,1,3,1,1,0,0,0
7395,0,3,1,0,0,0,0,2,4
7396,0,0,2,3,2,1,1,2,4
7397,2,2,1,0,1,0,1,1,3
7398,0,0,1,0,2,0,1,1,4
7399,1,3,1,2,1,1,2,0,0
7400,1,1,0,1,0,0,1,0,0
7401,1,0,0,3,1,1,0,0,0
7402,1,0,2,0,1,1,2,1,4
7403,1,0,2,0,0,0,2,0,0
7404,0,3,2,3,0,1,1,2,4
7405,0,3,1,2,1,1,0,2,4
7406,0,0,1,3,2,1,1,2,4
7407,1,0,1,2,0,0,0,1,4
7408,0,0,1,0,0,1,2,2,4
7409,0,4,1,1,1,1,2,0,0
7410,0,3,2,1,2,1,2,0,0
7411,2,3,0,2,0,0,2,2,3
7413,2,1,0,3,1,1,2,2,4
7414,2,1,0,3,2,0,2,2,4
7415,2,4,1,1,2,1,0,0,0
7416,2,4,1,1,2,1,2,1,2
7417,1,1,2,2,1,0,2,1,3
7418,2,3,0,1,2,1,0,0,0
7419,1,0,2,2,1,0,0,2,4
7420,0,0,0,3,1,1,0,1,4
7421,0,1,2,1,2,1,2,1,3
7422,2,1,2,3,0,1,1,2,4
7423,0,0,0,2,1,0,0,0,0
7424,1,1,2,0,0,1,2,1,4
7425,2,2,0,0,0,1,2,2,3
7426,2,0,0,2,2,0,2,0,0
7428,1,3,2,2,2,0,0,1,3
7429,2,3,2,0,1,0,0,2,3
7430,1,3,1,1,2,1,1,1,2
7431,1,0,2,2,2,1,0,1,4
7432,0,1,2,2,0,1,0,2,4
7433,2,3,2,1,2,0,1,2,3
7434,1,2,2,2,2,1,0,1,3
7435,0,4,0,1,2,0,2,2,3
7436,2,4,1,0,0,1,2,1,3
7437,0,0,0,0,0,0,1,0,0
7438,1,0,2,2,0,1,1,0,0
7439,2,0,2,0,1,0,1,0,0
7440,0,2,2,1,0,1,1,0,0
7441,2,1,2,2,2,1,1,0,0
7442,0,4,0,2,1,1,1,0,0
7443,2,3,1,3,0,0,2,2,3
7444,2,4,0,3,1,1,2,1,3
7445,2,3,0,2,0,1,0,1,3
7446,1,1,2,1,0,0,2,0,0
7447,0,1,2,2,0,0,1,2,4
7448,0,1,1,2,2,0,2,1,4
7449,1,3,2,3,1,0,0,0,0
7450,0,1,2,0,1,1,1,2,4
7451,0,4,2,2,2,0,2,0,0
7452,0,1,1,1,0,1,0,0,0
7453,1,0,1,2,2,0,2,2,4
7455,0,2,1,3,2,1,1,1,3
7456,2,1,2,2,1,1,0,2,3
7457,0,2,2,2,0,0,1,1,4
7458,0,2,0,2,1,1,1,0,0
7459,1,1,0,0,1,0,1,0,0
7460,2,3,1,3,0,1,0,2,3
7461,0,1,2,1,1,1,0,1,4
7462,2,1,2,2,1,0,1,2,3
7463,1,1,0,3,2,1,2,0,0
7464,2,0,2,1,2,0,0,0,0
7465,2,4,1,3,0,0,2,0,0
7466,2,0,2,2,2,1,0,2,4
7467,1,2,0,1,0,0,0,0,0
7468,1,2,1,2,2,1,0,0,0
7469,0,4,1,2,0,0,1,2,4
7470,1,3,2,3,2,1,1,0,0
7471,2,0,2,3,1,0,2,0,0
7472,2,2,2,3,2,0,1,1,3
7473,1,3,2,2,1,1,1,2,3
7474,1,3,1,1,2,0,2,1,3
7475,2,0,2,0,1,1,2,1,4
7476,1,0,0,0,1,1,2,0,0
7477,0,2,2,1,0,0,1,2,4
7478,2,3,2,3,0,1,2,0,0
7479,0,4,2,0,2,1,0,0,0
7480,1,4,2,3,0,1,1,0,0
7481,2,0,0,3,1,0,1,0,0
7482,2,2,2,3,1,1,2,1,3
7483,0,0,0,0,1,1,2,1,4
7484,1,3,1,1,1,0,2,0,0
7485,1,4,2,3,1,0,0,0,0
7486,2,3,2,3,2,0,0,0,0
7487,0,2,0,2,0,0,2,1,4
7488,0,1,2,3,1,1,0,2,4
7489,2,4,0,1,0,1,2,0,0
7490,2,2,2,0,1,1,2,2,3
7491,0,1,2,1,1,1,1,1,3
7492,1,0,2,0,1,0,0,2,4
7493,2,2,2,0,2,0,1,1,3
7494,2,2,1,1,0,1,0,1,3
7495,0,1,2,3,0,1,2,2,4
7496,1,1,0,1,0,1,2,2,4
7497,0,2,0,1,2,0,0,2,4
7498,0,4,1,0,1,0,2,1,3
7499,1,0,0,3,1,1,0,2,4
7500,0,4,2,0,1,1,1,0,0
7501,1,2,2,0,0,1,0,0,0
7502,2,1,2,1,2,0,0,1,3
7503,0,4,1,0,0,1,1,0,0
7505,2,1,2,0,1,0,0,1,4
7506,1,2,2,1,0,1,0,1,3
7508,2,1,2,3,1,0,0,2,4
7509,2,1,0,3,0,0,0,0,0
7510,1,3,2,0,1,0,2,1,3
7512,0,3,2,1,0,1,0,0,0
7513,0,4,2,0,1,1,0,1,4
7514,1,0,2,3,1,0,0,2,4
7515,1,3,2,2,2,0,1,2,3
7516,2,3,1,1,2,1,1,2,3
7517,0,2,1,1,1,1,1,1,4
7518,1,4,1,1,1,0,2,2,3
7519,1,0,0,0,1,1,0,0,0
7521,0,3,1,2,0,1,2,2,4
7522,2,0,2,3,1,0,1,2,4
7523,0,3,1,3,0,1,1,1,3
7524,2,3,0,0,1,0,0,2,3
7525,0,1,2,0,1,1,2,2,4
7526,1,4,2,0,1,1,2,0,0
7527,1,1,1,0,1,1,1,1,4
7528,2,2,0,1,0,1,2,1,3
7529,1,2,0,1,0,0,2,1,3
7530,1,2,1,1,0,0,2,1,3
7531,1,0,2,1,2,0,0,0,0
7532,1,1,1,1,2,0,1,1,4
7533,1,3,1,3,1,0,2,1,3
7534,2,1,0,0,2,0,1,1,3
7535,0,3,2,1,2,0,0,2,3
7536,0,3,2,2,1,0,2,0,0
7537,0,0,1,1,2,1,0,1,4
7538,2,1,2,3,1,1,0,0,0
7539,0,2,2,1,2,0,2,0,0
7540,2,3,0,0,2,1,1,1,2
7541,2,0,0,1,2,1,2,2,4
7542,0,4,0,3,0,1,0,0,0
7543,1,0,0,3,2,0,0,1,4
7544,2,0,2,2,1,0,1,1,3
7545,1,3,2,1,0,1,1,0,0
7546,1,3,2,2,1,0,1,1,2
7547,2,0,1,2,2,0,0,2,4
7548,2,2,2,2,2,0,0,1,3
7549,1,1,1,3,2,1,0,2,4
7550,1,3,0,1,2,1,2,1,2
7551,1,3,2,2,0,0,2,2,3
7552,0,3,0,2,1,1,0,1,4
7553,1,2,2,0,0,1,0,0,0
7554,1,1,2,1,1,1,0,2,4
7555,1,3,2,2,2,0,1,1,2
7556,1,1,0,2,0,0,2,1,4
7557,1,1,1,3,1,1,2,0,0
7558,1,3,0,3,0,1,1,2,3
7559,2,4,0,2,2,1,0,1,3
7560,2,0,1,2,0,0,1,2,4
7561,2,1,2,1,2,1,2,1,3
7562,0,0,1,0,0,1,0,2,4
7563,0,0,2,0,0,0,2,1,4
7565,1,2,2,3,2,0,0,2,4
7566,0,2,1,3,2,0,2,1,4
7567,0,4,2,3,2,0,1,1,3
7568,1,4,0,3,1,1,0,0,0
7569,0,4,2,3,0,1,2,0,0
7570,0,3,2,0,0,0,1,1,3
7571,0,2,0,2,1,0,2,0,0
7572,1,1,2,0,0,1,1,2,4
7573,1,3,2,3,2,0,1,2,3
7574,2,0,0,2,1,0,2,2,4
7575,1,0,1,1,2,0,1,2,4
7576,1,1,1,1,0,1,1,1,4
7577,2,3,2,1,1,1,1,0,0
7579,2,1,1,0,2,1,1,0,0
7580,1,1,2,2,1,0,1,2,4
7581,0,3,2,2,0,1,0,2,4
7582,1,0,0,2,0,0,2,1,4
7583,0,2,0,2,0,1,1,1,4
7584,0,2,2,2,1,0,1,1,3
7585,0,2,2,2,2,0,2,0,0
7586,2,1,1,1,1,1,1,0,0
7587,1,4,2,1,0,0,0,2,3
7588,1,2,0,3,2,1,2,2,3
7589,2,3,2,0,0,1,1,2,3
7590,1,0,0,2,0,0,0,0,0
7591,2,4,2,0,0,0,2,2,3
7592,1,4,1,3,2,1,0,2,3
7593,2,2,2,2,1,1,0,0,0
7594,2,1,1,1,0,1,2,0,0
7595,1,0,1,3,1,0,2,2,4
7596,1,3,0,1,2,0,2,2,3
7597,2,4,2,3,0,1,0,1,3
7598,2,0,2,3,0,0,1,2,4
7599,1,4,0,0,2,0,0,2,3
7600,2,3,1,3,1,0,0,2,3
7601,2,0,2,0,0,1,2,1,4
7602,2,2,2,3,2,1,2,0,0
7603,1,0,2,0,1,1,2,0,0
7604,2,0,0,3,2,0,1,0,0
7606,2,4,2,3,1,0,2,1,3
7607,1,2,1,0,0,0,2,1,3
7608,0,3,2,0,1,1,2,0,0
7610,0,0,1,2,2,1,1,2,4
7611,0,4,2,1,2,1,2,1,3
7612,0,3,2,0,1,0,2,1,3
7613,1,3,1,2,2,0,2,0,0
7614,2,0,2,3,0,1,2,1,4
7615,1,1,1,2,2,0,2,0,0
7616,0,3,1,1,1,1,0,0,0
7617,1,1,2,0,2,1,1,2,4
7618,2,0,2,0,2,0,2,2,4
7619,0,0,1,1,0,0,1,2,4
7620,2,0,0,3,0,0,2,2,4
7621,1,2,2,1,0,0,0,1,3
7622,1,1,1,0,1,1,1,2,4
7623,0,4,2,2,1,1,1,0,0
7624,0,2,1,1,2,1,2,1,3
7626,1,3,2,1,2,1,1,0,0
7627,0,1,2,3,0,0,2,1,4
7628,1,1,1,2,1,0,1,2,4
